Year,Week,Dengue_Count,Daily_Rainfall,Mean_Temperature,Max_Temperature,Min_Temperature,Min_Wind_Speed,Max_Wind_speed,Relative_Humidity,Trend_Dengue,Trend_Dengue_Symptoms,Trend_Fever,Trend_Mosquito,Wolbachia_Ratio,External_Events
2012,28,132.0,2.9526190476190473,27.603007518796993,30.466428571428573,25.675714285714285,7.648920863309353,31.766906474820146,76.6,89.0,100.0,86.0,100.0,0.0,0.0
2012,29,125.0,5.241904761904761,27.500751879699248,30.70285714285714,25.23857142857143,6.798571428571428,29.595714285714283,76.6,100.0,65.0,83.0,95.0,0.0,0.0
2012,30,110.0,0.885,28.766165413533834,31.967142857142854,26.27714285714286,9.59,32.94857142857143,76.6,46.0,67.0,71.0,100.0,0.0,0.0
2012,31,94.0,7.848809523809524,28.206766917293233,31.30642857142857,25.821428571428573,8.744604316546763,32.159712230215824,79.8,65.0,0.0,69.0,93.0,0.0,0.0
2012,32,127.0,0.07333333333333333,28.533834586466167,31.732142857142858,26.140714285714285,9.03857142857143,31.287142857142857,76.6,71.0,48.0,87.0,95.0,0.0,0.0
2012,33,115.0,2.932857142857143,28.37669172932331,31.744285714285713,25.736428571428572,8.66,32.15642857142857,76.6,66.0,42.0,84.0,95.0,0.0,0.0
2012,34,92.0,2.3835714285714285,28.054887218045113,31.377857142857142,25.572142857142858,7.9496402877697845,35.790647482014386,76.6,73.0,0.0,74.0,85.0,0.0,0.0
2012,35,102.0,7.832619047619048,27.247014925373133,30.159999999999997,24.835,7.5478571428571435,32.125,79.7,64.0,43.0,76.0,91.0,0.0,0.0
2012,36,76.0,3.6176190476190477,27.534285714285716,31.064285714285713,25.01928571428571,7.790647482014389,31.874820143884893,76.6,62.0,37.0,71.0,93.0,0.0,0.0
2012,37,74.0,1.135952380952381,28.107857142857142,30.89857142857143,25.735714285714284,7.2251798561151075,31.78345323741007,76.6,53.0,43.0,69.0,95.0,0.0,0.0
2012,38,72.0,2.5157142857142856,28.408571428571427,32.26642857142857,25.879285714285714,6.4216417910447765,27.244029850746266,76.6,58.0,52.0,73.0,76.0,0.0,0.0
2012,39,100.0,8.567857142857143,27.98273381294964,31.54857142857143,24.76142857142857,6.835036496350365,33.01094890510949,76.6,71.0,59.0,78.0,75.0,0.0,0.0
2012,40,104.0,3.35544794188862,28.284782608695654,31.582142857142856,25.29642857142857,6.754347826086956,30.022463768115944,81.3,63.0,53.0,80.0,76.0,0.0,0.0
2012,41,123.0,4.50363196125908,27.834532374100718,32.09214285714285,25.397142857142857,5.644285714285715,29.089285714285715,76.6,67.0,0.0,77.0,60.0,0.0,0.0
2012,42,105.0,14.775302663438255,26.908695652173915,31.02785714285714,24.48857142857143,5.436690647482015,28.94028776978417,76.6,81.0,77.0,93.0,80.0,0.0,0.0
2012,43,84.0,0.37457627118644066,28.72357142857143,32.94357142857143,25.882142857142856,7.255,27.542857142857144,76.6,74.0,75.0,87.0,61.0,0.0,0.0
2012,44,104.0,13.264508393285372,27.13985507246377,31.314285714285713,24.692857142857143,6.442857142857143,29.209285714285716,85.4,66.0,63.0,82.0,73.0,0.0,0.0
2012,45,100.0,7.88,27.180714285714288,31.25857142857143,24.853571428571428,6.075,29.00357142857143,76.6,67.0,52.0,81.0,72.0,0.0,0.0
2012,46,88.0,15.224047619047619,27.18642857142857,31.664285714285715,24.50142857142857,5.587142857142857,32.555,76.6,56.0,0.0,79.0,70.0,0.0,0.0
2012,47,100.0,9.860238095238095,27.32714285714286,31.007142857142856,24.639285714285716,6.200714285714286,31.687142857142856,76.6,63.0,0.0,84.0,71.0,0.0,0.0
2012,48,80.0,5.982142857142857,27.47173913043478,31.463571428571427,25.117857142857144,5.274285714285714,25.36857142857143,87.0,50.0,45.0,86.0,87.0,0.0,0.0
2012,49,78.0,13.07547619047619,27.09857142857143,31.275714285714287,24.627857142857142,6.46,30.942142857142855,76.6,59.0,0.0,84.0,55.0,0.0,0.0
2012,50,105.0,17.11904761904762,26.356428571428573,30.72357142857143,24.045714285714286,5.627857142857143,31.302142857142858,76.6,75.0,45.0,89.0,67.0,0.0,0.0
2012,51,94.0,10.14047619047619,26.559285714285714,30.82642857142857,24.252857142857142,5.790714285714286,31.09785714285714,76.6,56.0,66.0,93.0,80.0,0.0,0.0
2012,52,112.0,2.493333333333333,26.864779874213838,30.22,24.881875,6.8775,28.402499999999996,76.6,60.0,54.0,53.0,28.0,0.0,0.0
2013,1,134.0,4.4691648822269805,27.071710526315787,31.118064516129035,24.60774193548387,7.62156862745098,31.130065359477122,82.1,8.0,9.0,50.0,28.0,0.0,0.0
2013,2,205.0,7.348426150121066,27.498561151079137,31.884285714285717,24.700714285714284,8.275539568345323,36.8748201438849,76.6,8.0,5.0,46.0,26.0,0.0,0.0
2013,3,219.0,15.606295399515737,26.432374100719425,29.678571428571427,24.467142857142857,10.020289855072463,36.03623188405797,76.6,10.0,9.0,48.0,30.0,0.0,0.0
2013,4,267.0,1.1121065375302663,27.128776978417267,30.822857142857142,24.725714285714286,9.855,32.82928571428572,76.6,11.0,15.0,46.0,28.0,0.0,0.0
2013,5,293.0,5.184412470023981,27.543795620437955,31.256428571428568,25.117857142857144,11.079285714285714,35.957142857142856,86.9,14.0,15.0,49.0,29.0,0.0,0.0
2013,6,322.0,24.034433962264153,25.984057971014494,29.634999999999998,23.76,6.581428571428571,31.74642857142857,76.6,15.0,18.0,52.0,26.0,0.0,0.0
2013,7,247.0,12.644,25.73381294964029,29.103571428571428,23.958571428571428,6.9957142857142856,32.42071428571428,76.6,14.0,12.0,52.0,37.0,0.0,0.0
2013,8,296.0,3.1646370023419204,27.212230215827336,30.984285714285715,24.82714285714286,8.651428571428571,30.275,76.6,14.0,13.0,47.0,32.0,0.0,0.0
2013,9,249.0,10.41592505854801,27.744202898550725,32.28071428571429,25.135,8.057857142857141,30.815714285714286,80.4,13.0,10.0,50.0,33.0,0.0,0.0
2013,10,273.0,6.1524590163934425,27.805797101449276,31.97785714285714,25.21,9.762857142857143,35.92857142857143,76.6,11.0,10.0,45.0,31.0,0.0,0.0
2013,11,308.0,5.702810304449648,27.96159420289855,32.35357142857143,25.15714285714286,8.169285714285715,30.803571428571427,76.6,11.0,10.0,42.0,33.0,0.0,0.0
2013,12,307.0,3.581967213114754,28.6294964028777,33.08714285714286,26.103571428571428,7.701428571428572,29.24142857142857,76.6,15.0,9.0,44.0,38.0,0.0,0.0
2013,13,316.0,9.192740046838408,28.533823529411762,32.80214285714286,25.724285714285713,5.588489208633093,29.825179856115106,76.6,16.0,15.0,53.0,35.0,0.0,0.0
2013,14,406.0,8.497189695550352,28.348920863309353,32.244285714285716,25.509285714285717,7.1242857142857146,35.442142857142855,82.7,33.0,22.0,65.0,43.0,0.0,0.0
2013,15,492.0,3.951053864168618,28.23138686131387,31.90142857142857,25.17357142857143,5.905,32.00642857142857,76.6,31.0,25.0,58.0,47.0,0.0,0.0
2013,16,509.0,8.652459016393442,28.776119402985074,32.619285714285716,25.529285714285713,6.839285714285714,33.64,76.6,29.0,21.0,57.0,46.0,0.0,0.0
2013,17,538.0,9.027868852459017,27.916546762589928,31.60571428571429,24.992857142857144,5.315942028985507,30.317391304347826,76.6,36.0,26.0,65.0,53.0,0.0,0.0
2013,18,547.0,5.378922716627635,28.47753623188406,31.884285714285717,25.939999999999998,6.024285714285714,30.085714285714285,83.1,35.0,30.0,61.0,57.0,0.0,0.0
2013,19,558.0,6.880941176470588,28.28905109489051,32.3963768115942,25.83478260869565,6.166666666666667,30.782608695652176,76.6,30.0,26.0,57.0,44.0,0.0,0.0
2013,20,611.0,5.326229508196722,29.075,32.75214285714286,26.165714285714284,6.523571428571429,28.507142857142856,76.6,28.0,31.0,58.0,39.0,0.0,0.0
2013,21,640.0,4.851990632318501,28.337226277372263,32.035,25.609285714285715,5.790714285714286,28.620714285714286,76.6,55.0,51.0,77.0,54.0,0.0,0.0
2013,22,746.0,3.70983606557377,28.159701492537312,32.263309352517986,25.27410071942446,6.065,31.083571428571428,74.6,49.0,51.0,74.0,48.0,0.0,0.0
2013,23,814.0,10.175878220140516,28.178195488721805,32.65035971223021,25.057553956834532,6.312142857142858,30.790000000000003,76.6,100.0,100.0,100.0,100.0,0.0,0.0
2013,24,809.0,1.2655737704918033,29.863970588235293,32.800714285714285,26.833571428571428,8.01142857142857,34.54857142857143,76.6,70.0,64.0,64.0,72.0,0.0,0.0
2013,25,842.0,0.001873536299765808,30.079856115107916,33.465714285714284,27.38642857142857,7.443884892086332,30.697841726618705,76.6,39.0,43.0,55.0,39.0,0.0,0.0
2013,26,806.0,4.489461358313817,28.811510791366906,32.04571428571428,25.757142857142856,6.267857142857143,31.316428571428574,76.6,37.0,36.0,58.0,46.0,0.0,0.0
2013,27,678.0,2.4543325526932085,28.22826086956522,31.255,25.72642857142857,7.37,30.867857142857144,79.9,31.0,26.0,53.0,49.0,0.0,0.0
2013,28,541.0,9.119483568075118,27.675,30.56,25.022142857142857,7.022142857142858,33.361428571428576,76.6,28.0,24.0,49.0,44.0,0.0,0.0
2013,29,390.0,2.108450704225352,27.859285714285715,31.164285714285715,25.639285714285716,7.040714285714286,29.252142857142857,76.6,25.0,26.0,47.0,39.0,0.0,0.0
2013,30,306.0,2.5156908665105386,28.274285714285714,31.52642857142857,25.777857142857144,7.663571428571429,30.165000000000003,76.6,22.0,19.0,48.0,45.0,0.0,0.0
2013,31,289.0,4.459016393442623,28.00791366906475,30.92,25.067857142857143,7.923571428571428,35.284285714285716,79.0,19.0,18.0,46.0,40.0,0.0,0.0
2013,32,256.0,11.672833723653396,27.505714285714287,30.55285714285714,24.207857142857144,7.893571428571428,36.84428571428571,76.6,23.0,24.0,50.0,39.0,0.0,0.0
2013,33,378.0,4.414754098360656,27.77122302158273,30.9,24.855,7.326428571428572,32.637142857142855,76.6,20.0,21.0,53.0,45.0,0.0,0.0
2013,34,341.0,1.0081967213114753,28.518571428571427,31.83,26.099285714285713,8.560714285714285,32.035714285714285,76.6,19.0,18.0,47.0,40.0,0.0,0.0
2013,35,386.0,4.586619718309859,27.978571428571428,31.59357142857143,25.321428571428573,7.667142857142858,32.43,81.3,17.0,15.0,43.0,31.0,0.0,0.0
2013,36,452.0,22.53985680190931,26.490714285714283,29.706428571428567,23.52642857142857,6.56,32.42142857142857,76.6,20.0,17.0,46.0,33.0,0.0,0.0
2013,37,339.0,8.46658767772512,27.305714285714288,30.13,24.734285714285715,7.601428571428571,33.59642857142857,76.6,20.0,22.0,53.0,28.0,0.0,0.0
2013,38,376.0,0.7660287081339713,28.599285714285713,31.853571428571428,26.316428571428574,7.917857142857143,28.76928571428571,76.6,16.0,18.0,51.0,31.0,0.0,0.0
2013,39,406.0,11.318203883495146,28.127857142857142,31.389285714285716,25.065714285714286,7.12,34.135714285714286,76.6,22.0,20.0,51.0,34.0,0.0,0.0
2013,40,441.0,4.933174224343675,27.94028776978417,31.27714285714286,24.49142857142857,7.569999999999999,36.3,79.9,21.0,20.0,55.0,28.0,0.0,0.0
2013,41,438.0,9.277619047619048,28.060144927536232,31.65642857142857,24.715714285714284,6.995,34.12571428571429,76.6,19.0,22.0,49.0,37.0,0.0,0.0
2013,42,374.0,12.174201474201473,28.009774436090225,31.61407407407407,24.81037037037037,7.396428571428571,31.592142857142854,76.6,28.0,29.0,52.0,32.0,0.0,0.0
2013,43,495.0,5.516176470588235,27.572932330827065,31.538345864661657,24.76766917293233,6.826315789473684,29.177443609022557,76.6,21.0,19.0,56.0,31.0,0.0,0.0
2013,44,458.0,11.274271844660195,27.1203007518797,31.621804511278196,24.617293233082705,5.418796992481203,30.215789473684207,84.6,21.0,20.0,53.0,30.0,0.0,0.0
2013,45,402.0,13.082082324455206,27.434586466165413,31.38646616541353,24.554887218045113,6.396992481203007,32.09624060150376,76.6,19.0,20.0,50.0,33.0,0.0,0.0
2013,46,444.0,11.532846715328468,26.83053435114504,30.342748091603053,24.2587786259542,5.947727272727273,32.794696969696965,76.6,24.0,26.0,55.0,37.0,0.0,0.0
2013,47,365.0,7.957701711491442,27.548062015503874,31.403076923076924,24.40153846153846,6.930827067669172,33.504511278195494,76.6,20.0,16.0,48.0,27.0,0.0,0.0
2013,48,372.0,14.561442786069652,27.102380952380955,31.42063492063492,24.622222222222224,5.942063492063492,28.942857142857143,85.8,19.0,20.0,51.0,33.0,0.0,0.0
2013,49,347.0,15.88045112781955,25.765079365079366,29.393650793650792,23.757142857142856,6.682539682539683,28.339682539682542,76.6,15.0,14.0,44.0,35.0,0.0,0.0
2013,50,381.0,6.676942355889724,27.266666666666666,31.843650793650795,24.676190476190474,6.5246031746031745,27.812698412698413,76.6,16.0,13.0,51.0,27.0,0.0,0.0
2013,51,371.0,10.62280701754386,26.88809523809524,31.07936507936508,23.876190476190477,7.845238095238095,33.43730158730159,76.6,16.0,19.0,53.0,29.0,0.0,0.0
2013,52,414.0,2.6,26.643089430894307,29.786178861788617,24.86016260162602,9.986178861788618,35.040650406504064,76.6,49.0,55.0,84.0,27.0,0.0,0.0
2014,1,437.0,3.0074561403508775,26.26598639455782,29.19659863945578,24.44557823129252,8.920833333333333,33.35277777777778,78.5,65.0,53.0,81.0,34.0,0.0,0.0
2014,2,479.0,7.599497487437186,26.53253968253968,30.101587301587305,24.281599999999997,7.413492063492064,30.4468253968254,76.6,58.0,57.0,78.0,30.0,0.0,0.0
2014,3,401.0,0.023057644110275693,26.27857142857143,29.445238095238093,24.17063492063492,11.875396825396825,38.550000000000004,76.6,42.0,41.0,84.0,29.0,0.0,0.0
2014,4,336.0,0.0,25.822222222222223,29.428571428571427,23.536507936507935,11.553968253968254,36.63968253968254,76.6,45.0,39.0,77.0,34.0,0.0,0.0
2014,5,234.0,0.0005012531328320802,26.248387096774195,30.898412698412695,23.349999999999998,11.822222222222221,37.429365079365084,74.5,43.0,32.0,77.0,46.0,0.0,0.0
2014,6,274.0,0.7804511278195488,26.743650793650794,31.854761904761904,23.775396825396825,9.21984126984127,29.696031746031746,76.6,52.0,46.0,72.0,57.0,0.0,0.0
2014,7,369.0,1.5080200501253134,27.625396825396827,32.484920634920634,24.685714285714287,10.69126984126984,34.672222222222224,76.6,46.0,39.0,67.0,73.0,0.0,0.0
2014,8,194.0,0.06763990267639902,27.646825396825395,32.02619047619048,24.976190476190474,11.928571428571429,37.52301587301587,76.6,49.0,44.0,80.0,95.0,0.0,0.0
2014,9,187.0,0.015421686746987953,27.50708661417323,32.32913385826772,24.53464566929134,11.45078125,36.4390625,76.0,46.0,43.0,67.0,100.0,0.0,0.0
2014,10,210.0,0.07476415094339622,27.67956204379562,32.70218978102189,24.594890510948904,10.673722627737225,34.47080291970803,76.6,35.0,25.0,58.0,85.0,0.0,0.0
2014,11,225.0,4.446244131455399,27.929285714285715,32.30285714285714,25.04642857142857,10.843571428571428,36.37785714285714,76.6,33.0,37.0,66.0,67.0,0.0,0.0
2014,12,210.0,10.55334928229665,27.022222222222222,31.31407407407407,24.608148148148146,7.49037037037037,31.130370370370372,76.6,36.0,33.0,70.0,50.0,0.0,0.0
2014,13,225.0,1.055082742316785,28.44772727272727,32.915151515151514,25.703787878787878,8.724812030075189,30.704511278195486,76.6,39.0,33.0,73.0,55.0,0.0,0.0
2014,14,240.0,5.76,28.3412213740458,32.183458646616536,25.718796992481202,7.007518796992481,29.596240601503762,80.0,35.0,32.0,75.0,38.0,0.0,0.0
2014,15,245.0,4.407764705882353,27.97246376811594,32.50791366906475,24.969064748201436,6.389928057553957,30.896402877697845,76.6,38.0,29.0,61.0,48.0,0.0,0.0
2014,16,235.0,8.271764705882353,28.300714285714285,32.21714285714285,25.46142857142857,5.9278571428571425,29.447857142857142,76.6,46.0,47.0,80.0,53.0,0.0,0.0
2014,17,282.0,7.63864168618267,28.11,32.56428571428572,25.377142857142857,5.776428571428572,31.435,76.6,45.0,34.0,72.0,54.0,0.0,0.0
2014,18,251.0,5.725707547169811,28.867391304347827,32.45428571428572,26.135,6.214285714285714,28.577857142857145,80.2,38.0,32.0,73.0,44.0,0.0,0.0
2014,19,261.0,6.703537735849057,28.84857142857143,32.96214285714286,26.280575539568346,6.119285714285715,28.26928571428571,76.6,36.0,39.0,79.0,46.0,0.0,0.0
2014,20,291.0,13.14342723004695,28.375714285714285,31.35642857142857,25.381294964028775,6.484285714285714,33.162142857142854,76.6,38.0,38.0,77.0,35.0,0.0,0.0
2014,21,428.0,6.485915492957746,28.114285714285714,31.97214285714286,24.970714285714287,6.327857142857143,29.390000000000004,76.6,57.0,50.0,87.0,42.0,0.0,0.0
2014,22,456.0,6.159389671361502,28.50857142857143,31.882857142857144,25.642857142857142,6.644285714285715,30.009285714285717,77.5,48.0,52.0,91.0,40.0,0.0,0.0
2014,23,459.0,6.938407494145198,28.437857142857144,31.353571428571428,26.179285714285715,7.195714285714286,31.436428571428575,76.6,53.0,41.0,91.0,40.0,0.0,0.0
2014,24,506.0,4.258313817330211,29.287050359712232,32.73093525179856,26.16690647482014,7.107142857142857,35.089285714285715,76.6,64.0,54.0,87.0,39.0,0.0,0.0
2014,25,551.0,2.9648456057007126,29.867857142857144,33.15785714285715,26.872142857142858,8.175,31.415714285714284,76.6,60.0,42.0,91.0,42.0,0.0,0.0
2014,26,671.0,3.662439024390244,28.902222222222225,31.822222222222223,25.737037037037037,7.191851851851852,32.89703703703704,76.6,73.0,69.0,85.0,38.0,0.0,0.0
2014,27,891.0,7.697044334975369,28.269924812030077,31.159398496240602,25.513533834586468,6.796992481203008,32.509774436090225,78.3,97.0,100.0,97.0,43.0,0.0,0.0
2014,28,819.0,11.385714285714286,28.195488721804512,31.249624060150374,24.851879699248123,7.806766917293233,36.1593984962406,76.6,93.0,87.0,100.0,41.0,0.0,0.0
2014,29,746.0,1.745679012345679,29.20751879699248,32.17669172932331,26.767175572519083,8.030075187969924,29.97669172932331,76.6,100.0,100.0,97.0,54.0,0.0,0.0
2014,30,634.0,3.10615763546798,29.469924812030076,32.495488721804506,26.92406015037594,9.23157894736842,33.115037593984965,76.6,71.0,68.0,94.0,42.0,0.0,0.0
2014,31,484.0,9.762254901960784,28.21654135338346,31.193233082706765,25.419548872180453,7.99090909090909,35.81818181818182,79.7,77.0,55.0,85.0,39.0,0.0,0.0
2014,32,545.0,4.341888619854721,27.893939393939394,30.619548872180452,25.424812030075188,8.450375939849625,36.28496240601503,76.6,77.0,51.0,90.0,42.0,0.0,0.0
2014,33,438.0,7.5007334963325185,27.26846153846154,29.745384615384616,25.170769230769228,7.26076923076923,30.25153846153846,76.6,66.0,73.0,90.0,37.0,0.0,0.0
2014,34,418.0,5.425679012345679,28.031200000000002,31.526400000000002,25.7008,7.4312,33.065599999999996,76.6,60.0,48.0,79.0,44.0,0.0,0.0
2014,35,367.0,11.025313283208021,27.048780487804876,30.40813008130081,24.117073170731707,6.476422764227642,34.2260162601626,76.6,47.0,44.0,76.0,32.0,0.0,0.0
2014,36,339.0,6.223393316195373,28.022131147540982,31.64918032786885,24.805785123966942,7.442276422764228,32.44959349593496,75.6,46.0,33.0,71.0,33.0,0.0,0.0
2014,37,362.0,3.313299232736573,28.52142857142857,31.80079365079365,25.98174603174603,8.23015873015873,30.76984126984127,76.6,53.0,47.0,70.0,36.0,0.0,0.0
2014,38,397.0,3.419487179487179,28.681451612903224,32.18174603174603,26.174603174603174,8.781746031746032,33.901587301587305,76.6,36.0,30.0,62.0,31.0,0.0,0.0
2014,39,345.0,4.882058047493404,28.596031746031745,32.31984126984127,25.77063492063492,8.013492063492064,31.46746031746032,76.6,43.0,34.0,66.0,27.0,0.0,0.0
2014,40,339.0,3.8010204081632653,28.684126984126983,31.950793650793653,26.07777777777778,7.965079365079365,29.436507936507937,77.0,39.0,29.0,67.0,25.0,0.0,0.0
2014,41,278.0,0.1628140703517588,29.0336,32.4096,26.83951612903226,7.784,27.472,76.6,38.0,25.0,64.0,31.0,0.0,0.0
2014,42,297.0,5.911138613861386,28.151587301587302,32.23515625,25.5953125,6.08359375,29.39296875,76.6,35.0,25.0,62.0,31.0,0.0,0.0
2014,43,213.0,2.7810679611650486,28.363358778625955,31.990909090909092,25.616666666666667,6.132575757575758,26.124242424242425,76.6,40.0,33.0,55.0,30.0,0.0,0.0
2014,44,186.0,6.332603406326034,28.515503875968992,32.52213740458015,25.64351145038168,6.090076335877862,28.794656488549617,82.4,30.0,19.0,62.0,26.0,0.0,0.0
2014,45,169.0,14.169876543209877,27.938095238095237,32.13650793650793,24.86190476190476,6.615873015873016,33.11587301587302,76.6,30.0,21.0,68.0,27.0,0.0,0.0
2014,46,158.0,9.004433497536946,27.115873015873014,31.566666666666666,24.564,5.752380952380952,34.48412698412698,76.6,35.0,35.0,63.0,24.0,0.0,0.0
2014,47,149.0,8.516120906801008,27.082539682539682,31.17142857142857,24.99047619047619,5.548412698412698,28.88968253968254,76.6,37.0,36.0,59.0,29.0,0.0,0.0
2014,48,162.0,11.49775561097257,27.415200000000002,31.626190476190477,24.79047619047619,5.664285714285715,30.605555555555558,76.6,30.0,29.0,66.0,28.0,0.0,0.0
2014,49,212.0,12.48080808080808,27.462878787878786,31.0593984962406,24.345864661654137,6.184920634920634,33.71984126984127,82.6,34.0,37.0,75.0,30.0,0.0,0.0
2014,50,177.0,6.90952380952381,27.754887218045113,31.799248120300753,25.094736842105263,8.08174603174603,31.97063492063492,76.6,29.0,32.0,64.0,26.0,0.0,0.0
2014,51,198.0,14.92332506203474,26.79172932330827,30.700751879699247,24.602255639097745,7.134126984126984,33.02142857142857,76.6,26.0,31.0,72.0,27.0,0.0,0.0
2014,52,188.0,15.1560794044665,26.32406015037594,29.969172932330828,24.464615384615385,6.623809523809524,28.52142857142857,76.6,51.0,58.0,72.0,58.0,0.0,0.0
2015,1,257.0,0.14310344827586208,26.95,30.06578947368421,24.664473684210527,10.06111111111111,32.66111111111111,77.6,51.0,74.0,71.0,71.0,0.0,0.0
2015,2,228.0,9.381481481481481,26.490225563909775,30.572932330827065,24.336090225563908,8.023809523809524,29.49206349206349,76.6,51.0,66.0,74.0,59.0,0.0,0.0
2015,3,238.0,0.08784119106699752,27.314285714285717,31.46390977443609,24.68045112781955,12.19126984126984,36.52142857142857,76.6,49.0,60.0,69.0,59.0,0.0,0.0
2015,4,259.0,2.9036945812807886,26.758646616541355,30.66842105263158,24.481203007518797,11.88968253968254,35.08253968253968,76.6,62.0,62.0,70.0,68.0,0.0,0.0
2015,5,212.0,0.15096618357487923,27.009629629629632,31.11884057971014,24.518115942028984,10.867424242424242,34.538636363636364,75.4,47.0,68.0,72.0,72.0,0.0,0.0
2015,6,173.0,2.744391408114559,26.21785714285714,29.42357142857143,24.159285714285716,11.153571428571428,37.57357142857143,76.6,50.0,51.0,70.0,59.0,0.0,0.0
2015,7,99.0,0.006190476190476191,26.808450704225354,31.1875,23.984722222222224,12.203488372093023,35.60294117647059,76.6,38.0,32.0,75.0,53.0,0.0,0.0
2015,8,172.0,3.355952380952381,27.282857142857143,31.965000000000003,24.41294964028777,11.027142857142858,34.253571428571426,76.6,61.0,51.0,72.0,73.0,0.0,0.0
