location,station_ID,year,month,filename
Yishun,91,2017,6,Yishun_91_201706.csv
Tuas South,115,2014,2,Tuas South_115_201402.csv
Semakau Island,102,2014,6,Semakau Island_102_201406.csv
Lower Peirce Reservoir,08,2018,9,Lower Peirce Reservoir_08_201809.csv
Tuas South,115,2015,5,Tuas South_115_201505.csv
Upper Peirce Reservoir,69,2021,8,Upper Peirce Reservoir_69_202108.csv
Khatib,122,2017,1,Khatib_122_201701.csv
Newton,111,2020,9,Newton_111_202009.csv
Tengah,23,2024,1,Tengah_23_202401.csv
Pasir Ris (Central),94,2016,12,Pasir Ris (Central)_94_201612.csv
Whampoa,123,2017,2,Whampoa_123_201702.csv
Kampong Bahru,31,2016,2,Kampong Bahru_31_201602.csv
Bukit Panjang,64,2018,1,Bukit Panjang_64_201801.csv
Upper Thomson,46,2018,9,Upper Thomson_46_201809.csv
Upper Peirce Reservoir,69,2019,7,Upper Peirce Reservoir_69_201907.csv
Jurong Island,117,2016,10,Jurong Island_117_201610.csv
Punggol,81,2022,1,Punggol_81_202201.csv
Lim Chu Kang,112,2013,1,Lim Chu Kang_112_201301.csv
Jurong Pier,33,2023,2,Jurong Pier_33_202302.csv
Yishun,91,2019,7,Yishun_91_201907.csv
Bukit Timah,90,2020,9,Bukit Timah_90_202009.csv
Nicoll Highway,119,2024,1,Nicoll Highway_119_202401.csv
Jurong (West),44,2018,5,Jurong (West)_44_201805.csv
Jurong (West),44,2013,2,Jurong (West)_44_201302.csv
Admiralty,104,2022,9,Admiralty_104_202209.csv
Tai Seng,43,2018,6,Tai Seng_43_201806.csv
Pulau Ubin,106,2018,4,Pulau Ubin_106_201804.csv
Buona Vista,92,2014,12,Buona Vista_92_201412.csv
Dhoby Ghaut,118,2022,8,Dhoby Ghaut_118_202208.csv
Chai Chee,61,2012,2,Chai Chee_61_201202.csv
Khatib,122,2020,3,Khatib_122_202003.csv
Kent Ridge,71,2023,2,Kent Ridge_71_202302.csv
Upper Peirce Reservoir,69,2014,10,Upper Peirce Reservoir_69_201410.csv
Upper Thomson,46,2013,9,Upper Thomson_46_201309.csv
East Coast Parkway,107,2013,2,East Coast Parkway_107_201302.csv
Buona Vista,92,2019,3,Buona Vista_92_201903.csv
Yishun,91,2014,6,Yishun_91_201406.csv
Newton,111,2013,9,Newton_111_201309.csv
Semakau Island,102,2021,12,Semakau Island_102_202112.csv
East Coast Parkway,107,2016,2,East Coast Parkway_107_201602.csv
Tanjong Katong,78,2022,7,Tanjong Katong_78_202207.csv
Kampong Bahru,31,2014,10,Kampong Bahru_31_201410.csv
Pasir Panjang,116,2012,2,Pasir Panjang_116_201202.csv
Queenstown,77,2016,5,Queenstown_77_201605.csv
Sentosa Island,60,2018,10,Sentosa Island_60_201810.csv
Bukit Timah,90,2023,9,Bukit Timah_90_202309.csv
Choa Chu Kang (West),11,2018,7,Choa Chu Kang (West)_11_201807.csv
Upper Peirce Reservoir,69,2023,12,Upper Peirce Reservoir_69_202312.csv
East Coast Parkway,107,2015,1,East Coast Parkway_107_201501.csv
Buangkok,55,2015,8,Buangkok_55_201508.csv
Nicoll Highway,119,2022,9,Nicoll Highway_119_202209.csv
Changi Climate Station,24,2012,2,Changi Climate Station_24_201202.csv
Punggol,81,2020,2,Punggol_81_202002.csv
Pasir Ris (West),29,2019,6,Pasir Ris (West)_29_201906.csv
East Coast Parkway,107,2014,5,East Coast Parkway_107_201405.csv
Mandai,40,2021,2,Mandai_40_202102.csv
Macritchie Reservoir,07,2014,12,Macritchie Reservoir_07_201412.csv
Ang Mo Kio,109,2018,2,Ang Mo Kio_109_201802.csv
Upper Peirce Reservoir,69,2012,10,Upper Peirce Reservoir_69_201210.csv
Changi Climate Station,24,2012,3,Changi Climate Station_24_201203.csv
Bukit Panjang,64,2024,3,Bukit Panjang_64_202403.csv
Somerset (Road),79,2023,2,Somerset (Road)_79_202302.csv
Jurong (North),101,2015,2,Jurong (North)_101_201502.csv
Serangoon,36,2017,8,Serangoon_36_201708.csv
Upper Thomson,46,2017,10,Upper Thomson_46_201710.csv
Lim Chu Kang,112,2015,8,Lim Chu Kang_112_201508.csv
Jurong (West),44,2015,12,Jurong (West)_44_201512.csv
Jurong (West),44,2013,10,Jurong (West)_44_201310.csv
Serangoon,36,2018,8,Serangoon_36_201808.csv
Pulau Ubin,106,2021,10,Pulau Ubin_106_202110.csv
Queenstown,77,2017,6,Queenstown_77_201706.csv
Pasir Ris (Central),94,2022,9,Pasir Ris (Central)_94_202209.csv
Newton,111,2016,8,Newton_111_201608.csv
Bukit Timah,90,2017,8,Bukit Timah_90_201708.csv
Lower Peirce Reservoir,08,2015,10,Lower Peirce Reservoir_08_201510.csv
Tanjong Pagar,72,2012,6,Tanjong Pagar_72_201206.csv
Marina Barrage,108,2014,4,Marina Barrage_108_201404.csv
Admiralty,104,2014,4,Admiralty_104_201404.csv
Chai Chee,61,2018,6,Chai Chee_61_201806.csv
Buangkok,55,2016,2,Buangkok_55_201602.csv
Simei,84,2019,5,Simei_84_201905.csv
Marine Parade,113,2016,4,Marine Parade_113_201604.csv
Clementi,50,2023,7,Clementi_50_202307.csv
Boon Lay (East),86,2012,12,Boon Lay (East)_86_201212.csv
Marine Parade,113,2023,11,Marine Parade_113_202311.csv
Pulau Ubin,106,2020,7,Pulau Ubin_106_202007.csv
Punggol,81,2022,7,Punggol_81_202207.csv
Kranji Reservoir,66,2014,4,Kranji Reservoir_66_201404.csv
Pasir Panjang,116,2023,4,Pasir Panjang_116_202304.csv
Kent Ridge,71,2017,2,Kent Ridge_71_201702.csv
Choa Chu Kang (West),11,2020,4,Choa Chu Kang (West)_11_202004.csv
Ulu Pandan,35,2023,8,Ulu Pandan_35_202308.csv
Pulau Ubin,106,2020,4,Pulau Ubin_106_202004.csv
Tuas,89,2016,1,Tuas_89_201601.csv
Pasir Ris (West),29,2012,8,Pasir Ris (West)_29_201208.csv
Lower Peirce Reservoir,08,2015,7,Lower Peirce Reservoir_08_201507.csv
Choa Chu Kang (South),121,2017,12,Choa Chu Kang (South)_121_201712.csv
Pulau Ubin,106,2020,12,Pulau Ubin_106_202012.csv
Toa Payoh,88,2024,1,Toa Payoh_88_202401.csv
Kampong Bahru,31,2013,10,Kampong Bahru_31_201310.csv
Bukit Panjang,64,2018,5,Bukit Panjang_64_201805.csv
Khatib,122,2018,5,Khatib_122_201805.csv
Macritchie Reservoir,07,2016,5,Macritchie Reservoir_07_201605.csv
Whampoa,123,2019,6,Whampoa_123_201906.csv
Bukit Timah,90,2019,1,Bukit Timah_90_201901.csv
Nicoll Highway,119,2018,3,Nicoll Highway_119_201803.csv
Pasir Ris (West),29,2024,6,Pasir Ris (West)_29_202406.csv
Clementi,50,2021,1,Clementi_50_202101.csv
East Coast Parkway,107,2014,3,East Coast Parkway_107_201403.csv
Somerset (Road),79,2020,1,Somerset (Road)_79_202001.csv
Queenstown,77,2012,11,Queenstown_77_201211.csv
Punggol,81,2022,8,Punggol_81_202208.csv
Tengah,23,2015,9,Tengah_23_201509.csv
Bukit Panjang,64,2022,3,Bukit Panjang_64_202203.csv
Choa Chu Kang (Central),114,2015,2,Choa Chu Kang (Central)_114_201502.csv
Mandai,40,2013,6,Mandai_40_201306.csv
Whampoa,123,2014,7,Whampoa_123_201407.csv
Punggol,81,2020,4,Punggol_81_202004.csv
Sentosa Island,60,2018,11,Sentosa Island_60_201811.csv
Bukit Timah,90,2021,5,Bukit Timah_90_202105.csv
Queenstown,77,2018,6,Queenstown_77_201806.csv
Somerset (Road),79,2024,2,Somerset (Road)_79_202402.csv
Whampoa,123,2014,12,Whampoa_123_201412.csv
Lim Chu Kang,112,2021,2,Lim Chu Kang_112_202102.csv
Pasir Panjang,116,2017,9,Pasir Panjang_116_201709.csv
Lim Chu Kang,112,2020,8,Lim Chu Kang_112_202008.csv
Upper Thomson,46,2013,10,Upper Thomson_46_201310.csv
Botanic Garden,120,2012,6,Botanic Garden_120_201206.csv
Punggol,81,2017,11,Punggol_81_201711.csv
Bukit Timah,90,2023,11,Bukit Timah_90_202311.csv
Chai Chee,61,2023,2,Chai Chee_61_202302.csv
Admiralty,104,2024,1,Admiralty_104_202401.csv
Choa Chu Kang (South),121,2024,4,Choa Chu Kang (South)_121_202404.csv
Pasir Ris (West),29,2021,11,Pasir Ris (West)_29_202111.csv
Lim Chu Kang,112,2021,1,Lim Chu Kang_112_202101.csv
Clementi,50,2014,3,Clementi_50_201403.csv
Serangoon North,110,2015,12,Serangoon North_110_201512.csv
Tengah,23,2013,6,Tengah_23_201306.csv
Admiralty,104,2012,8,Admiralty_104_201208.csv
Jurong (West),44,2017,6,Jurong (West)_44_201706.csv
Choa Chu Kang (South),121,2013,7,Choa Chu Kang (South)_121_201307.csv
Pasir Panjang,116,2023,6,Pasir Panjang_116_202306.csv
Pulau Ubin,106,2012,9,Pulau Ubin_106_201209.csv
Tuas West,82,2019,7,Tuas West_82_201907.csv
Tuas,89,2020,12,Tuas_89_202012.csv
Tengah,23,2017,1,Tengah_23_201701.csv
Sentosa Island,60,2013,1,Sentosa Island_60_201301.csv
Macritchie Reservoir,07,2018,10,Macritchie Reservoir_07_201810.csv
Jurong Pier,33,2021,1,Jurong Pier_33_202101.csv
Chai Chee,61,2013,1,Chai Chee_61_201301.csv
Choa Chu Kang (West),11,2015,7,Choa Chu Kang (West)_11_201507.csv
Khatib,122,2012,6,Khatib_122_201206.csv
Jurong Island,117,2020,12,Jurong Island_117_202012.csv
Punggol,81,2022,2,Punggol_81_202202.csv
Toa Payoh,88,2017,7,Toa Payoh_88_201707.csv
Nicoll Highway,119,2020,3,Nicoll Highway_119_202003.csv
Marine Parade,113,2022,11,Marine Parade_113_202211.csv
Jurong (West),44,2018,11,Jurong (West)_44_201811.csv
Choa Chu Kang (Central),114,2022,9,Choa Chu Kang (Central)_114_202209.csv
Ulu Pandan,35,2016,3,Ulu Pandan_35_201603.csv
Ang Mo Kio,109,2019,7,Ang Mo Kio_109_201907.csv
Sentosa Island,60,2016,11,Sentosa Island_60_201611.csv
Ulu Pandan,35,2013,10,Ulu Pandan_35_201310.csv
Punggol,81,2018,1,Punggol_81_201801.csv
Changi Climate Station,24,2016,4,Changi Climate Station_24_201604.csv
Serangoon North,110,2017,4,Serangoon North_110_201704.csv
Choa Chu Kang (West),11,2016,7,Choa Chu Kang (West)_11_201607.csv
Upper Thomson,46,2016,11,Upper Thomson_46_201611.csv
Somerset (Road),79,2012,9,Somerset (Road)_79_201209.csv
Kent Ridge,71,2021,12,Kent Ridge_71_202112.csv
Simei,84,2013,1,Simei_84_201301.csv
Toa Payoh,88,2023,3,Toa Payoh_88_202303.csv
Choa Chu Kang (West),11,2017,1,Choa Chu Kang (West)_11_201701.csv
Queenstown,77,2023,9,Queenstown_77_202309.csv
Tanjong Katong,78,2014,2,Tanjong Katong_78_201402.csv
Queenstown,77,2012,3,Queenstown_77_201203.csv
Tuas South,115,2023,12,Tuas South_115_202312.csv
Mandai,40,2021,1,Mandai_40_202101.csv
Lim Chu Kang,112,2017,7,Lim Chu Kang_112_201707.csv
Dhoby Ghaut,118,2015,11,Dhoby Ghaut_118_201511.csv
Clementi,50,2015,4,Clementi_50_201504.csv
Choa Chu Kang (West),11,2016,10,Choa Chu Kang (West)_11_201610.csv
Newton,111,2023,11,Newton_111_202311.csv
Queenstown,77,2015,7,Queenstown_77_201507.csv
Choa Chu Kang (Central),114,2017,8,Choa Chu Kang (Central)_114_201708.csv
Admiralty,104,2022,8,Admiralty_104_202208.csv
Changi Climate Station,24,2018,8,Changi Climate Station_24_201808.csv
Botanic Garden,120,2014,6,Botanic Garden_120_201406.csv
Pulau Ubin,106,2023,1,Pulau Ubin_106_202301.csv
Pasir Ris (Central),94,2013,2,Pasir Ris (Central)_94_201302.csv
Seletar,25,2018,1,Seletar_25_201801.csv
Upper Peirce Reservoir,69,2015,8,Upper Peirce Reservoir_69_201508.csv
East Coast Parkway,107,2017,6,East Coast Parkway_107_201706.csv
Upper Peirce Reservoir,69,2023,4,Upper Peirce Reservoir_69_202304.csv
Boon Lay (West),63,2014,9,Boon Lay (West)_63_201409.csv
Dhoby Ghaut,118,2020,4,Dhoby Ghaut_118_202004.csv
Changi Climate Station,24,2014,12,Changi Climate Station_24_201412.csv
Lower Peirce Reservoir,08,2022,5,Lower Peirce Reservoir_08_202205.csv
Ang Mo Kio,109,2015,11,Ang Mo Kio_109_201511.csv
Simei,84,2021,8,Simei_84_202108.csv
Pasir Ris (Central),94,2023,7,Pasir Ris (Central)_94_202307.csv
Tanjong Katong,78,2018,11,Tanjong Katong_78_201811.csv
Pasir Panjang,116,2012,10,Pasir Panjang_116_201210.csv
Tengah,23,2023,12,Tengah_23_202312.csv
Seletar,25,2021,3,Seletar_25_202103.csv
Choa Chu Kang (West),11,2012,10,Choa Chu Kang (West)_11_201210.csv
Pulau Ubin,106,2013,1,Pulau Ubin_106_201301.csv
Serangoon,36,2022,11,Serangoon_36_202211.csv
Jurong Island,117,2019,2,Jurong Island_117_201902.csv
Punggol,81,2023,5,Punggol_81_202305.csv
Buona Vista,92,2019,10,Buona Vista_92_201910.csv
Pasir Ris (Central),94,2012,2,Pasir Ris (Central)_94_201202.csv
Seletar,25,2012,8,Seletar_25_201208.csv
Semakau Island,102,2021,2,Semakau Island_102_202102.csv
Serangoon North,110,2014,1,Serangoon North_110_201401.csv
Queenstown,77,2013,3,Queenstown_77_201303.csv
Seletar,25,2015,2,Seletar_25_201502.csv
Pasir Ris (West),29,2018,12,Pasir Ris (West)_29_201812.csv
Tengah,23,2012,2,Tengah_23_201202.csv
Kampong Bahru,31,2013,6,Kampong Bahru_31_201306.csv
Sentosa Island,60,2015,12,Sentosa Island_60_201512.csv
Pasir Ris (West),29,2018,8,Pasir Ris (West)_29_201808.csv
Semakau Island,102,2020,9,Semakau Island_102_202009.csv
Mandai,40,2023,7,Mandai_40_202307.csv
Tanjong Katong,78,2021,6,Tanjong Katong_78_202106.csv
Marine Parade,113,2021,3,Marine Parade_113_202103.csv
Yishun,91,2016,3,Yishun_91_201603.csv
Somerset (Road),79,2019,2,Somerset (Road)_79_201902.csv
Kranji Reservoir,66,2019,4,Kranji Reservoir_66_201904.csv
Admiralty,104,2018,8,Admiralty_104_201808.csv
Botanic Garden,120,2015,2,Botanic Garden_120_201502.csv
Newton,111,2023,4,Newton_111_202304.csv
Tuas West,82,2014,8,Tuas West_82_201408.csv
Buona Vista,92,2022,3,Buona Vista_92_202203.csv
Toa Payoh,88,2016,5,Toa Payoh_88_201605.csv
Kent Ridge,71,2023,11,Kent Ridge_71_202311.csv
Choa Chu Kang (West),11,2019,4,Choa Chu Kang (West)_11_201904.csv
Tuas South,115,2014,6,Tuas South_115_201406.csv
Changi Climate Station,24,2024,4,Changi Climate Station_24_202404.csv
Botanic Garden,120,2023,1,Botanic Garden_120_202301.csv
Kent Ridge,71,2012,12,Kent Ridge_71_201212.csv
Choa Chu Kang (South),121,2020,3,Choa Chu Kang (South)_121_202003.csv
Kranji Reservoir,66,2022,2,Kranji Reservoir_66_202202.csv
Queenstown,77,2017,9,Queenstown_77_201709.csv
Jurong Pier,33,2022,4,Jurong Pier_33_202204.csv
Marina Barrage,108,2020,10,Marina Barrage_108_202010.csv
Serangoon,36,2015,5,Serangoon_36_201505.csv
Choa Chu Kang (West),11,2014,2,Choa Chu Kang (West)_11_201402.csv
Clementi,50,2012,9,Clementi_50_201209.csv
Ang Mo Kio,109,2016,2,Ang Mo Kio_109_201602.csv
East Coast Parkway,107,2012,1,East Coast Parkway_107_201201.csv
Lim Chu Kang,112,2015,2,Lim Chu Kang_112_201502.csv
Jurong Island,117,2014,6,Jurong Island_117_201406.csv
Pasir Panjang,116,2021,2,Pasir Panjang_116_202102.csv
Jurong (East),39,2012,4,Jurong (East)_39_201204.csv
Pasir Ris (Central),94,2020,2,Pasir Ris (Central)_94_202002.csv
Seletar,25,2013,12,Seletar_25_201312.csv
Tai Seng,43,2013,1,Tai Seng_43_201301.csv
Changi Climate Station,24,2016,11,Changi Climate Station_24_201611.csv
Upper Peirce Reservoir,69,2022,4,Upper Peirce Reservoir_69_202204.csv
Changi Climate Station,24,2023,12,Changi Climate Station_24_202312.csv
Newton,111,2019,3,Newton_111_201903.csv
Pasir Ris (West),29,2022,9,Pasir Ris (West)_29_202209.csv
Tuas West,82,2018,3,Tuas West_82_201803.csv
Seletar,25,2019,7,Seletar_25_201907.csv
Newton,111,2022,2,Newton_111_202202.csv
Pasir Ris (West),29,2013,5,Pasir Ris (West)_29_201305.csv
Queenstown,77,2016,1,Queenstown_77_201601.csv
Sentosa Island,60,2012,2,Sentosa Island_60_201202.csv
Botanic Garden,120,2013,1,Botanic Garden_120_201301.csv
Pasir Panjang,116,2022,10,Pasir Panjang_116_202210.csv
Upper Thomson,46,2019,8,Upper Thomson_46_201908.csv
Kent Ridge,71,2021,6,Kent Ridge_71_202106.csv
Kent Ridge,71,2020,4,Kent Ridge_71_202004.csv
Lim Chu Kang,112,2016,8,Lim Chu Kang_112_201608.csv
Tai Seng,43,2013,2,Tai Seng_43_201302.csv
Toa Payoh,88,2012,12,Toa Payoh_88_201212.csv
Clementi,50,2015,3,Clementi_50_201503.csv
Jurong (West),44,2021,9,Jurong (West)_44_202109.csv
Newton,111,2013,3,Newton_111_201303.csv
Ang Mo Kio,109,2015,2,Ang Mo Kio_109_201502.csv
Simei,84,2014,4,Simei_84_201404.csv
Bukit Timah,90,2020,11,Bukit Timah_90_202011.csv
Ulu Pandan,35,2018,10,Ulu Pandan_35_201810.csv
Marina Barrage,108,2018,6,Marina Barrage_108_201806.csv
Tuas,89,2016,11,Tuas_89_201611.csv
Choa Chu Kang (Central),114,2022,4,Choa Chu Kang (Central)_114_202204.csv
Sentosa Island,60,2017,2,Sentosa Island_60_201702.csv
Newton,111,2014,8,Newton_111_201408.csv
Boon Lay (East),86,2012,7,Boon Lay (East)_86_201207.csv
Boon Lay (West),63,2013,9,Boon Lay (West)_63_201309.csv
Upper Peirce Reservoir,69,2018,6,Upper Peirce Reservoir_69_201806.csv
Jurong Island,117,2018,9,Jurong Island_117_201809.csv
Kranji Reservoir,66,2017,9,Kranji Reservoir_66_201709.csv
Chai Chee,61,2021,9,Chai Chee_61_202109.csv
Admiralty West,105,2019,2,Admiralty West_105_201902.csv
Jurong (North),101,2014,3,Jurong (North)_101_201403.csv
Tanjong Katong,78,2017,3,Tanjong Katong_78_201703.csv
Tuas,89,2017,2,Tuas_89_201702.csv
Lower Peirce Reservoir,08,2018,6,Lower Peirce Reservoir_08_201806.csv
Jurong Island,117,2015,3,Jurong Island_117_201503.csv
Nicoll Highway,119,2018,2,Nicoll Highway_119_201802.csv
Whampoa,123,2012,12,Whampoa_123_201212.csv
Boon Lay (East),86,2022,12,Boon Lay (East)_86_202212.csv
Nicoll Highway,119,2018,1,Nicoll Highway_119_201801.csv
East Coast Parkway,107,2012,2,East Coast Parkway_107_201202.csv
Somerset (Road),79,2015,3,Somerset (Road)_79_201503.csv
Choa Chu Kang (Central),114,2015,10,Choa Chu Kang (Central)_114_201510.csv
Seletar,25,2024,5,Seletar_25_202405.csv
Nicoll Highway,119,2012,3,Nicoll Highway_119_201203.csv
Lower Peirce Reservoir,08,2020,3,Lower Peirce Reservoir_08_202003.csv
Upper Thomson,46,2017,8,Upper Thomson_46_201708.csv
Tai Seng,43,2021,3,Tai Seng_43_202103.csv
Tuas South,115,2021,3,Tuas South_115_202103.csv
Choa Chu Kang (Central),114,2015,12,Choa Chu Kang (Central)_114_201512.csv
Dhoby Ghaut,118,2014,12,Dhoby Ghaut_118_201412.csv
East Coast Parkway,107,2022,6,East Coast Parkway_107_202206.csv
Mandai,40,2018,3,Mandai_40_201803.csv
Buona Vista,92,2016,12,Buona Vista_92_201612.csv
Tengah,23,2024,3,Tengah_23_202403.csv
Ang Mo Kio,109,2015,1,Ang Mo Kio_109_201501.csv
Marine Parade,113,2020,7,Marine Parade_113_202007.csv
Admiralty West,105,2012,10,Admiralty West_105_201210.csv
Whampoa,123,2021,10,Whampoa_123_202110.csv
Yishun,91,2016,5,Yishun_91_201605.csv
Semakau Island,102,2024,1,Semakau Island_102_202401.csv
Kent Ridge,71,2024,6,Kent Ridge_71_202406.csv
Choa Chu Kang (West),11,2013,8,Choa Chu Kang (West)_11_201308.csv
Pasir Panjang,116,2018,5,Pasir Panjang_116_201805.csv
Jurong Pier,33,2018,12,Jurong Pier_33_201812.csv
Jurong Pier,33,2023,9,Jurong Pier_33_202309.csv
Mandai,40,2022,4,Mandai_40_202204.csv
Choa Chu Kang (Central),114,2014,9,Choa Chu Kang (Central)_114_201409.csv
Queenstown,77,2021,2,Queenstown_77_202102.csv
Lower Peirce Reservoir,08,2019,12,Lower Peirce Reservoir_08_201912.csv
Marina Barrage,108,2022,4,Marina Barrage_108_202204.csv
Lower Peirce Reservoir,08,2014,10,Lower Peirce Reservoir_08_201410.csv
Tengah,23,2022,12,Tengah_23_202212.csv
Tuas West,82,2018,9,Tuas West_82_201809.csv
Serangoon North,110,2014,6,Serangoon North_110_201406.csv
Seletar,25,2013,2,Seletar_25_201302.csv
Somerset (Road),79,2012,11,Somerset (Road)_79_201211.csv
Somerset (Road),79,2013,11,Somerset (Road)_79_201311.csv
Bukit Panjang,64,2018,4,Bukit Panjang_64_201804.csv
Kent Ridge,71,2023,12,Kent Ridge_71_202312.csv
Tuas South,115,2023,11,Tuas South_115_202311.csv
Kent Ridge,71,2018,1,Kent Ridge_71_201801.csv
Lim Chu Kang,112,2012,3,Lim Chu Kang_112_201203.csv
Serangoon North,110,2013,12,Serangoon North_110_201312.csv
Tuas,89,2018,10,Tuas_89_201810.csv
East Coast Parkway,107,2016,5,East Coast Parkway_107_201605.csv
Choa Chu Kang (South),121,2014,10,Choa Chu Kang (South)_121_201410.csv
Khatib,122,2016,5,Khatib_122_201605.csv
Nicoll Highway,119,2022,10,Nicoll Highway_119_202210.csv
Marina Barrage,108,2017,10,Marina Barrage_108_201710.csv
Choa Chu Kang (South),121,2024,6,Choa Chu Kang (South)_121_202406.csv
Kranji Reservoir,66,2015,7,Kranji Reservoir_66_201507.csv
Kranji Reservoir,66,2024,5,Kranji Reservoir_66_202405.csv
Ulu Pandan,35,2024,1,Ulu Pandan_35_202401.csv
Ang Mo Kio,109,2022,3,Ang Mo Kio_109_202203.csv
Tuas South,115,2021,4,Tuas South_115_202104.csv
Admiralty,104,2023,7,Admiralty_104_202307.csv
East Coast Parkway,107,2022,12,East Coast Parkway_107_202212.csv
Khatib,122,2013,8,Khatib_122_201308.csv
Upper Peirce Reservoir,69,2019,12,Upper Peirce Reservoir_69_201912.csv
Tuas West,82,2015,1,Tuas West_82_201501.csv
Tuas West,82,2020,2,Tuas West_82_202002.csv
Tuas South,115,2012,1,Tuas South_115_201201.csv
Jurong Island,117,2024,1,Jurong Island_117_202401.csv
Botanic Garden,120,2013,4,Botanic Garden_120_201304.csv
Tuas South,115,2017,4,Tuas South_115_201704.csv
Tanjong Katong,78,2023,9,Tanjong Katong_78_202309.csv
Toa Payoh,88,2013,4,Toa Payoh_88_201304.csv
Changi Climate Station,24,2023,9,Changi Climate Station_24_202309.csv
Seletar,25,2013,6,Seletar_25_201306.csv
Jurong (North),101,2017,11,Jurong (North)_101_201711.csv
Lower Peirce Reservoir,08,2022,12,Lower Peirce Reservoir_08_202212.csv
Kent Ridge,71,2014,7,Kent Ridge_71_201407.csv
Punggol,81,2012,3,Punggol_81_201203.csv
East Coast Parkway,107,2013,3,East Coast Parkway_107_201303.csv
Buona Vista,92,2024,5,Buona Vista_92_202405.csv
Yishun,91,2016,11,Yishun_91_201611.csv
Pasir Panjang,116,2016,12,Pasir Panjang_116_201612.csv
Marine Parade,113,2018,1,Marine Parade_113_201801.csv
Newton,111,2014,3,Newton_111_201403.csv
Clementi,50,2013,6,Clementi_50_201306.csv
Khatib,122,2019,5,Khatib_122_201905.csv
Macritchie Reservoir,07,2022,6,Macritchie Reservoir_07_202206.csv
Bukit Panjang,64,2024,6,Bukit Panjang_64_202406.csv
Buona Vista,92,2022,1,Buona Vista_92_202201.csv
Ulu Pandan,35,2017,4,Ulu Pandan_35_201704.csv
Toa Payoh,88,2014,5,Toa Payoh_88_201405.csv
Kranji Reservoir,66,2020,4,Kranji Reservoir_66_202004.csv
Buona Vista,92,2020,10,Buona Vista_92_202010.csv
Tengah,23,2014,4,Tengah_23_201404.csv
Jurong Island,117,2013,7,Jurong Island_117_201307.csv
Pasir Ris (West),29,2015,11,Pasir Ris (West)_29_201511.csv
Chai Chee,61,2012,5,Chai Chee_61_201205.csv
Upper Peirce Reservoir,69,2020,4,Upper Peirce Reservoir_69_202004.csv
Boon Lay (East),86,2014,7,Boon Lay (East)_86_201407.csv
East Coast Parkway,107,2022,8,East Coast Parkway_107_202208.csv
Simei,84,2013,2,Simei_84_201302.csv
Bukit Panjang,64,2015,8,Bukit Panjang_64_201508.csv
Mandai,40,2021,12,Mandai_40_202112.csv
Choa Chu Kang (West),11,2014,5,Choa Chu Kang (West)_11_201405.csv
Serangoon,36,2019,9,Serangoon_36_201909.csv
Tanjong Katong,78,2013,12,Tanjong Katong_78_201312.csv
Punggol,81,2012,12,Punggol_81_201212.csv
Marine Parade,113,2012,3,Marine Parade_113_201203.csv
Tai Seng,43,2013,10,Tai Seng_43_201310.csv
Lower Peirce Reservoir,08,2021,6,Lower Peirce Reservoir_08_202106.csv
Simei,84,2019,4,Simei_84_201904.csv
Tanjong Katong,78,2023,1,Tanjong Katong_78_202301.csv
Tengah,23,2018,5,Tengah_23_201805.csv
